Binalong,Binalong-2-2-1,NA,NA,eucalyptus,0,constructed variable (combining information from two or more original variables),see above (sum),NA,R_3dYDpQUfDUXjtDy,NA,NA,0,generalised,PCA,NA,NA,Season,NA,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,NA,NA,MossLichen_cover,NA,NA,NA,euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,precipitation_warmest_quarter,precipitation_coldest_quarter,PET,NA,K_perc,Th_ppm,U_ppm,SRad_Jan,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Binalong,Binalong-1-1-1,NA,NA,eucalyptus,0,constructed variable (combining information from two or more original variables),"tab$euca_PA<-ifelse(rowSums(tab[,26:28])==0,0,1)# Row sums of the 3 seedling level:Presence/abscence",NA,R_3dYDpQUfDUXjtDy,NA,NA,0,generalised,PCA,NA,NA,Season,NA,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,NA,NA,MossLichen_cover,NA,NA,NA,euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,precipitation_warmest_quarter,precipitation_coldest_quarter,PET,NA,K_perc,Th_ppm,U_ppm,SRad_Jan,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Binnaway,Binnaway-1-1-1,logit,logit,eucalyptus,1,constructed variable (combining information from two or more original variables),"wd$zero<-as.logical(wd$total_seeds, wd$total_seeds!=0) - analysis was a hurdle model since there were no seedlings in the new_ecu_data only predictions for the first model were generated",NA,R_3EbbZxcQ3gctVZu,NA,NA,0,NA,hurdle,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blackall,Blackall-1-1-1,back.transformed,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3EoS37IOWKLRxDV,ExoticAnnualGrass_cover,NA,1,generalised,standard,NA,NA,Season,Property,Quadrat no,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,year,size_class,NA,NA
Boggabri,Boggabri-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3eta2uFp1DLnGVJ,ExoticPerennialGrass_cover,350,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Booligal,Booligal-3-3-1,logit,logit,eucalyptus,0,constructed variable (combining information from two or more original variables),"I used the original variables: ""euc_sdlgs0_50cm"", ""euc_sdlgs_50cm_2m"", ""euc_sdlgs_2m"". For each property-season combination, I calculated the proportion of plots containing at least one seedling. I then averaged across seasons within each property.",average.proportion.of.plots.containing.at.least.one.euc.seedling.of.any.size,R_3EYx3CfuTZ7YNmF,all_exotic_grass,18,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_exotic_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Booligal,Booligal-2-2-1,logit,logit,eucalyptus,0,constructed variable (combining information from two or more original variables),"I used the original variables: ""euc_sdlgs0_50cm"", ""euc_sdlgs_50cm_2m"", ""euc_sdlgs_2m"". For each property-season combination, I calculated the proportion of plots containing at least one seedling. I then averaged across seasons within each property.",average.proportion.of.plots.containing.at.least.one.euc.seedling.of.any.size,R_3EYx3CfuTZ7YNmF,all_grass,18,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Booligal,Booligal-4-4-1,logit,logit,eucalyptus,0,constructed variable (combining information from two or more original variables),"I used the original variables: ""euc_sdlgs0_50cm"", ""euc_sdlgs_50cm_2m"", ""euc_sdlgs_2m"". For each property-season combination, I calculated the proportion of plots containing at least one seedling. I then averaged across seasons within each property.",average.proportion.of.plots.containing.at.least.one.euc.seedling.of.any.size,R_3EYx3CfuTZ7YNmF,all_native_grass_graminoid,18,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_native_grass_graminoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Booligal,Booligal-1-1-1,logit,logit,eucalyptus,0,constructed variable (combining information from two or more original variables),"I used the variables: ""euc_sdlgs0_50cm"", ""euc_sdlgs_50cm_2m"", ""euc_sdlgs_2m"" from the original dataset. For each property-season combination, I calculated the proportion of plots containing at least one seedling. I then averaged this value over seasons within each property.",NA,R_3EYx3CfuTZ7YNmF,NA,NA,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Booligal,Booligal-5-5-1,NA,NA,eucalyptus,0,constructed variable (combining information from two or more original variables),"I used the original variables: ""euc_sdlgs0_50cm"", ""euc_sdlgs_50cm_2m"", ""euc_sdlgs_2m"". For each property-season combination, I calculated the proportion of plots containing at least one seedling. I then averaged across seasons within each property.",average.proportion.of.plots.containing.at.least.one.euc.seedling.of.any.size,R_3EYx3CfuTZ7YNmF,all_grass,18,1,linear,quantile_regression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bothwell,Bothwell-1-1-1,log,log,eucalyptus,1,constructed variable (combining information from two or more original variables),"sum of euc_sdlgs0_50cm, euc_sdlgs50cm-2m, euc_sdlgs>2m",euc_sdlgs_all,R_3fqsqu3iZPZDV4J,all_grass,NA,0,generalised,zero_inflated,NA,NA,Season,NA,NA,Easting,NA,NA,Landscape position,NA,NA,ExoticPerennialHerb_cover,NA,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,PET,MrVBF,NA,Th_ppm,U_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bothwell,Bothwell-2-2-1,log,log,eucalyptus,1,constructed variable (combining information from two or more original variables),NA,euc_sdlgs_all,R_3fqsqu3iZPZDV4J,all_grass,NA,0,generalised,zero_inflated,NA,NA,Season,NA,NA,Easting,NA,NA,Landscape position,NA,NA,ExoticPerennialHerb_cover,NA,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,PET,MrVBF,NA,Th_ppm,U_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boydtown,Boydtown-3-3-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs>2m,R_3GqVN6mfoOWe3Nz,ExoticAnnualGrass_cover,350,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boydtown,Boydtown-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3GqVN6mfoOWe3Nz,NativePerennialGrass_cover,350,0,generalised,standard,NA,NA,Season,Property,Quadrat no,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boydtown,Boydtown-2-2-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3GqVN6mfoOWe3Nz,ExoticPerennialGrass_cover,350,0,generalised,standard,NA,NA,Season,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,ExoticPerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byrock,Byrock-3-10-1,log,log,eucalyptus,0,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs>2m,R_3HzSBqQTAmJJ9ye,NativePerennialGrass_cover,350,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byrock,Byrock-1-8-1,log,log,eucalyptus,0,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3HzSBqQTAmJJ9ye,NativePerennialGrass_cover,350,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byrock,Byrock-2-9-1,log,log,eucalyptus,0,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3HzSBqQTAmJJ9ye,NativePerennialGrass_cover,350,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Branxton,Branxton-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3Kvy0h01LXHWniT,ExoticPerennialGrass_cover,NA,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,NA,NA,ExoticPerennialGrass_cover,NA,NA,NA,NativePerennialHerb_cover,NA,NA,NA,NA,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,NA,NA,Th_ppm,U_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Branxton,Branxton-2-2-1,NA,NA,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3Kvy0h01LXHWniT,NA,NA,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,ExoticAnnualHerb_cover,NA,ExoticPerennialGrass_cover,NA,NA,NA,NA,NA,NA,BareGround_cover,NA,MossLichen_cover,NA,NA,Distance_to_Eucalypt_canopy(m),NA,euc_sdlgs50cm-2m,NA,NA,NA,NA,NA,NA,K_perc,Th_ppm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bridport,Bridport-1-1-1,log,log,eucalyptus,1,constructed variable (combining information from two or more original variables),summed all three categories of seedlings,euc_sdlgs_all,R_3L6k5TOvZ4731Dk,all_exotic_grass,350,1,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_exotic_grass,all_native_grass_graminoid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brighton,Brighton-1-1-3,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs>2m,R_3mfyhAj6rakbi5b,all_grass,NA,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,shrub_cover,herb_cover,other_veg,bare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brighton,Brighton-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3mfyhAj6rakbi5b,all_grass,NA,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,shrub_cover,herb_cover,other_veg,bare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brighton,Brighton-1-1-2,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3mfyhAj6rakbi5b,all_grass,NA,0,generalised,standard,NA,NA,Season,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,shrub_cover,herb_cover,other_veg,bare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn,Brooklyn-2-2-1,log,log,eucalyptus,0,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3NHVKFiOiQBfX9b,all_grass,117,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn,Brooklyn-1-1-1,log,log,eucalyptus,0,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3NHVKFiOiQBfX9b,all_grass,116,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brooklyn,Brooklyn-3-3-1,log,log,eucalyptus,0,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3NHVKFiOiQBfX9b,all_grass,117,0,generalised,standard,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Buckland,Buckland-1-1-1,identity,identity,eucalyptus,1,constructed variable (combining information from two or more original variables),"I combined all three original size cohorts of eucalyptus seedlings (<0.5m, 0.5-2m, >2m) into one new total eucalyptus seedling variable",euc_sdlgs_all,R_3NKz8oHb8nvNIQR,all_grass,351,0,linear,zero_inflated,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Litter_cover,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,PET,MrVBF,NA,NA,NA,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bundarra,Bundarra-1-1-1,NA,NA,eucalyptus,0,constructed variable (combining information from two or more original variables),This variable was calculated as the total sum of seedlings for each statistical unit,euc_sdlgs_all,R_3OftgnLM9MoIwf8,NA,NA,0,generalised,zero_inflated,NA,NA,Season,NA,NA,NA,NA,NA,Landscape position,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,NA,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,Euc_canopy_cover,NA,euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,NA,NA,NA,NA,K_perc,Th_ppm,NA,SRad_Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bundeena,Bundeena-1-6-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3oWTTWWo1e8y3jB,ExoticPerennialGrass_cover,NA,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,ExoticPerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,MrVBF,K_perc,Th_ppm,U_ppm,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bungonia,Bungonia-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3PBpbf5wxagIV7X,NA,NA,0,generalised,standard,NA,NA,NA,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bungonia,Bungonia-2-2-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3PBpbf5wxagIV7X,NA,NA,0,generalised,standard,NA,NA,NA,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,euc_sdlgs50cm-2m,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Busselto,Busselto-1-1-1,log,log,eucalyptus,1,constructed variable (combining information from two or more original variables),all 3 seedlings combined - data$tot_seedlings <- data$euc_sdlgs.2m + data$euc_sdlgs0_50cm + data$euc_sdlgs50cm.2m,euc_sdlgs_all,R_3pte7gGbO7GliHv,NativePerennialGrass_cover,NA,0,generalised,zero_inflated,NA,NA,Season,Property,NA,NA,NA,Aspect,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NativePerennialFern_cover,NativePerennialGrass_cover,NA,NA,NA,NA,Litter_cover,NA,Rock_cover,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,K_perc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calliope,Calliope-3-3-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_3rIdpCqsQtsmgqT,ExoticPerennialGrass_cover,NA,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calliope,Calliope-4-4-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_3rIdpCqsQtsmgqT,ExoticPerennialGrass_cover,NA,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,month,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Canberra,Canberra-1-1-1,log,log,eucalyptus,1,constructed variable (combining information from two or more original variables),euc_sdlgs0_50cm + euc_sdlgs50cm-2m,euc_sdlgs0_2m,R_9FUOSSR4h4s5OlX,ExoticPerennialGrass_cover,342,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NativePerennialGraminoid_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capertee,Capertee-1-1-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_9GOTiblKFa9C4x3,all_exotic_grass,345,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NativePerennialGrass_cover,NA,NA,NA,BareGround_cover,Litter_cover,NA,Rock_cover,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,Th_ppm,NA,NA,NA,NA,all_exotic_grass,NA,NA,NA,NA,NA,NA,NA,all_exotic_herb,native_herb_fern_gram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Capertee,Capertee-2-2-1,log,log,eucalyptus,1,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_9GOTiblKFa9C4x3,all_exotic_grass,345,0,generalised,standard,NA,NA,NA,Property,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NativePerennialGrass_cover,NA,NA,NA,BareGround_cover,Litter_cover,NA,Rock_cover,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,Th_ppm,NA,NA,NA,NA,all_exotic_grass,NA,NA,NA,NA,NA,NA,NA,all_exotic_herb,native_herb_fern_gram,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
